"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Landscaped Gardens,Wardrobe,TV,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Sports Facility,AC,Refrigerator,Wifi","1,540 sq ft","1","2","2 BHK Apartment ","","East","1, ","Kharadi","Resale","","Road View, Garden View","Freehold","","9900000","₹ 6,428/ sq ft ","Marvel Enigma","","Ready to move,Semi-Furnished","12"
"dict","","4 - 5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,TV,Sofa,Dining Table,Gas connection","Sports Facility,Wardrobe,Refrigerator,Wifi,BED","1,175 sq ft","","2","2 BHK Apartment ","","East","4, ","Wagholi","Resale","","Road View, Garden View","Freehold","","6000000","₹ 5,106/ sq ft ","Karia Konark Exotica","","Ready to move,Semi-Furnished","8"
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Sofa,Dining Table,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Wifi,BED","1,010 sq ft","","2","2 BHK Apartment ","","NorthEast","1, ","Yerawada","Resale","","Road View, Garden View","Freehold","","8000000","₹ 7,920/ sq ft ","Ramesh Hermes Heritage Phase 2","","Ready to move,Unfurnished","8"
"dict","","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Landscaped Gardens,Sofa,Dining Table,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Wifi,BED","1,108 sq ft","","2","2 BHK Apartment ","","East","1, ","Yerawada","Resale","","Road View, Garden View","Freehold","","8500000","₹ 7,671/ sq ft ","Raviraj Park Island","","Ready to move,Unfurnished","7"
"dict","1 rooms( servant room )","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Sofa,Dining Table,Gas connection,BED","Sports Facility,AC,TV,Refrigerator,Wifi","1,690 sq ft","","4","3 BHK Apartment ","","North","2, ","Viman Nagar","Resale","","Road View, Garden View","Freehold","","21500000","₹ 12,721/ sq ft ","Lunkad Sky Vie","","Ready to move,Furnished","9"
"dict","","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Golf Course,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,Sofa,Dining Table,Gas connection","Refrigerator,Wifi,BED","1,660 sq ft","","3","3 BHK Apartment ","","NorthEast","9, ","Wagholi","Resale","","Road View, Garden View","Freehold","","11000000","₹ 6,626/ sq ft ","Marvel Fria","","Ready to move,Furnished","12"
"dict","1 rooms( servant room )","1 - 2 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Landscaped Gardens,AC,TV,Sofa,Dining Table,Gas connection","Sports Facility,Wardrobe,Refrigerator,Wifi,BED","5,595 sq ft","","4","4 BHK Apartment ","","East","7, ","Koregaon Park","New","","Road View, Garden View","Freehold","","75000000","₹ 13,404/ sq ft ","Karia Konark Belvedere","","Ready to move","11"
"dict","1 rooms( study room )","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,TV,Refrigerator,Sofa,Washing Machine,Gas connection","Wardrobe,Wifi,Dining Table,BED","4,355 sq ft","","4","4 BHK Apartment ","","East","9, ","Kharadi","Resale","","","Freehold","","27000000","₹ 6,199/ sq ft ","Marvel Zephyr","","Ready to move,Semi-Furnished","12"
"dict","1 rooms( study room )","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Sofa,Dining Table","AC,Wardrobe,TV,Refrigerator,Wifi,Gas connection,BED","4,355 sq ft","","4","4 BHK Apartment ","","West","4, ","Kharadi","Resale","","","Freehold","","28800000","₹ 6,613/ sq ft ","Marvel Zephyr","","Ready to move,Unfurnished","12"
"dict","1 rooms( study room )","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Sofa,Dining Table","AC,Wardrobe,TV,Refrigerator,Wifi,Gas connection,BED","4,355 sq ft","","4","4 BHK Apartment ","","East","10, ","Kharadi","Resale","","","Freehold","","30000000","₹ 6,888/ sq ft ","Marvel Zephyr","","Ready to move,Unfurnished","15"
"dict","1 rooms( servant room )","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Sofa,Dining Table,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Wifi,BED","2,979 sq ft","","5","4 BHK Apartment ","","East","5, ","Kharadi","Resale","","Road View, Garden View","Freehold","","28000000","₹ 9,399/ sq ft ","Panchshil Eon Waterfront","","Ready to move,Unfurnished","12"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Sofa,Dining Table,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Wifi,BED","1,980 sq ft","","3","3 BHK Apartment ","","SouthEast","8, ","Kharadi","New","","Road View, Garden View","Freehold","","14000000","₹ 7,070/ sq ft ","Vascon Forest County","","Ready to move","12"
"dict","","4 - 5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Sofa,Dining Table,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Wifi,BED","1,550 sq ft","","3","3 BHK Apartment ","","East","7, ","Wagholi","Resale","","","Freehold","","7000000","₹ 4,516/ sq ft ","Karia Konark Exotica","","Ready to move,Unfurnished","7"
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Intercom,Golf Course,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,TV,Sofa,Dining Table,Gas connection","Wardrobe,Refrigerator,Wifi,BED","1,660 sq ft","","3","3 BHK Apartment ","","East","7, ","Wagholi","New","","","Freehold","","10000000","₹ 6,024/ sq ft ","Marvel Fria","","Ready to move","12"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting","Sports Facility,Landscaped Gardens","900 sq ft","","2","2 BHK Apartment ","","East","3, ","Wakad","New","","Road View, Garden View","Freehold","Dec 2020","5127000","₹ 5,696/ sq ft ","","","Under Construction","23"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Sports Facility","925 sq ft","","2","2 BHK Apartment ","","East","10, ","Wakadkar Wasti","New","","Garden View","Freehold","Dec 2020","6100000","₹ 6,594/ sq ft ","","","Under Construction","20"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Sports Facility","451 sq ft","","1","1 BHK Apartment ","","West","4, ","Rasikwadi","New","","Road View, Garden View","Freehold","Dec 2018","3289000","₹ 7,292/ sq ft ","","","Under Construction","8"
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","646 sq ft","","1","1 BHK Apartment ","","North","2","Viman Nagar","Resale","","","Freehold","","4000000","₹ 6,192/ sq ft ","Lunkad Sky Vie","","Ready to move,Unfurnished",""
"dict","","16 - 17 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","930 sq ft","","2","2 BHK Apartment ","","North","2","Kharadi","Resale","","","Freehold","","6000000","₹ 6,452/ sq ft ","Bhandari Rakshak Nagar","","Ready to move,Unfurnished",""
"dict","1 rooms( pooja room )","17 - 18 years","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,150 sq ft","1","2","2 BHK Apartment ","","South","4, ","Boat Club Road","Resale","","Garden View","Freehold","","16000000","₹ 13,913/ sq ft ","","","Ready to move,Unfurnished","8"
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","985 sq ft","","2","2 BHK Apartment ","","East","2","Kharadi","Resale","","","Freehold","","5000000","₹ 5,076/ sq ft ","Bhandari Everglade","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,410 sq ft","","3","3 BHK Apartment ","","North","3","Kharadi","Resale","","","Freehold","","6500000","₹ 4,610/ sq ft ","Gulmohar Orchids","","Ready to move,Unfurnished",""
"dict","","16 - 17 years","Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","892 sq ft","","1","2 BHK Villa ","","NorthEast","Gr","Viman Nagar","Resale","","","Freehold","","6500000","₹ 7,286/ sq ft ","","","Ready to move,Semi-Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","800 sq ft","","2","2 BHK Apartment ","","NorthEast","Gr","Yerawada","Resale","","","Freehold","","6200000","₹ 7,750/ sq ft ","","","Ready to move,Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,341 sq ft","","2","2 BHK Apartment ","","North","5","Kalyani Nagar","Resale","","","Freehold","","12000000","₹ 8,949/ sq ft ","The Landmark Garden","","Ready to move,Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","850 sq ft","","2","2 BHK Apartment ","","NorthWest","6","Kharadi","Resale","","","Freehold","","6000000","₹ 7,059/ sq ft ","Goel Ganga Constella","","Ready to move,Semi-Furnished",""
"dict","","11 - 12 years","Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","650 sq ft","","2","2 BHK Apartment ","","NorthWest","2","Kalyani Nagar","Resale","","","Freehold","","6000000","₹ 9,230/ sq ft ","","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,525 sq ft","","3","3 BHK Apartment ","","North","9","Kalyani Nagar","Resale","","","Freehold","","13500000","₹ 8,852/ sq ft ","Naiknavare Victoria Garden","","Ready to move,Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility","1,140 sq ft","","2","2 BHK Apartment ","","North","4","Viman Nagar","Resale","","","Freehold","","8300000","₹ 7,280/ sq ft ","Lunkad Amazon","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","530 sq ft","","1","1 BHK Apartment ","","NorthEast","3","Viman Nagar","Resale","","","Freehold","","3600000","₹ 6,792/ sq ft ","","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,080 sq ft","","2","2 BHK Apartment ","","North","4","Wadgaon Sheri","Resale","","","Freehold","","7500000","₹ 6,944/ sq ft ","BramhaCorp Suncity","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,500 sq ft","","3","3 BHK Apartment ","","","Gr","Kalyani Nagar","Resale","","","Freehold","","14500000","₹ 9,666/ sq ft ","Naiknavare Victoria Garden","","Ready to move,Unfurnished",""
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","","1,650 sq ft","1","3","3 BHK Apartment ","1340 sq ft","East","3, ","Hinjewadi","New","1","Garden View, Pool View, Road View","Freehold","","12800000","₹ 7,757/ sq ft ","TCG The Crown Greens","40 feet","Ready to move","21"
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Golf Course,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","680 sq ft","","2","2 BHK Apartment ","","East","1","Wagholi","Resale","","","Freehold","","4999360","₹ 7,352/ sq ft ","Maple Aura County","","Ready to move,Unfurnished",""
"dict","1 rooms( servant room )","5 - 6 years","Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Washing Machine","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Wardrobe,Wifi,Dining Table,Gas connection,BED","1,750 sq ft","1","4","4 BHK Independent House ","","East","Gr","Koregaon Park","Resale","","","Freehold","","16000000","₹ 9,142/ sq ft ","","","Ready to move,Semi-Furnished",""
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,TV,Refrigerator,Sofa,Gas connection,BED","AC,Wardrobe,Wifi,Dining Table","2,881 sq ft","","4","4 BHK Apartment ","","East","7, ","Wadgaon Sheri","Resale","","","Freehold","","32500000","₹ 11,280/ sq ft ","BramhaCorp Suncity Platinum","","Ready to move,Semi-Furnished","12"
